Genre,Reports,Age,Gpa,Year,Count,Gender,Nationality,processed_text,raw_feedback_text,umap_x,umap_y,sem_cluster,sem_confidence,sentiment,sentiment_score,cluster_label,sem_cluster_name
Financial Support,"Despite my best efforts to budget and save money, unexpected expenses keep popping up and throwing me off track.",21,1.49,3,1,M,Egypt,despite my best efforts to budget and save money unexpected expenses keep popping up and throwing me off track,"Despite my best efforts to budget and save money, unexpected expenses keep popping up and throwing me off track.",8.230971,6.0049543,4,0.98,Neutral,-0.0433,Cluster 4,💰 Financial Aid & Administration
Financial Support,"I received a financial warning for a late payment even though I had already paid my bill, and it's causing me a lot of frustration and confusion.",27,3.46,3,1,F,Egypt,i received a financial warning for a late payment even though i had already paid my bill and its causing me a lot of frustration and confusion,"I received a financial warning for a late payment even though I had already paid my bill, and it's causing me a lot of frustration and confusion.",7.843264,5.5636306,4,0.98,Negative,-0.7717,Cluster 4,💰 Financial Aid & Administration
Financial Support,"I had to take out a private loan to pay for my tuition because I didn't qualify for enough financial aid, and now I'm worried about how I'm going to pay it back.",19,2.49,4,1,M,Egypt,i had to take out a private loan to pay for my tuition because i didnt qualify for enough financial aid and now im worried about how im going to pay it back,"I had to take out a private loan to pay for my tuition because I didn't qualify for enough financial aid, and now I'm worried about how I'm going to pay it back.",7.2183423,5.9073873,4,0.98,Negative,-0.4588,Cluster 4,💰 Financial Aid & Administration
Financial Support,"The cost of textbooks and other course materials is so high, it's hard to afford everything I need for class.",24,3.25,5,1,F,Egypt,the cost of textbooks and other course materials is so high its hard to afford everything i need for class,"The cost of textbooks and other course materials is so high, it's hard to afford everything I need for class.",7.865228,7.3359227,4,0.6261,Negative,-0.1689,Cluster 4,💰 Financial Aid & Administration
Financial Support,I wish there were more scholarship opportunities available for students like me who don't come from wealthy backgrounds.,22,3.51,1,1,F,Egypt,i wish there were more scholarship opportunities available for students like me who dont come from wealthy backgrounds,I wish there were more scholarship opportunities available for students like me who don't come from wealthy backgrounds.,7.6390934,6.7326818,4,0.98,Positive,0.7157,Cluster 4,💰 Financial Aid & Administration
Financial Support, I'm hesitant to apply for financial aid because I don't want to take on more student loan debt than I can handle.,19,3.63,4,1,M,Egypt, im hesitant to apply for financial aid because i dont want to take on more student loan debt than i can handle, I'm hesitant to apply for financial aid because I don't want to take on more student loan debt than I can handle.,7.2051663,5.859327,4,0.98,Negative,-0.6105,Cluster 4,💰 Financial Aid & Administration
Financial Support," Even though I received some financial aid, it's still not enough to cover all of my expenses, and I'm struggling to make ends meet.",25,1.99,5,1,F,Egypt, even though i received some financial aid its still not enough to cover all of my expenses and im struggling to make ends meet," Even though I received some financial aid, it's still not enough to cover all of my expenses, and I'm struggling to make ends meet.",7.4309616,6.122807,4,0.98,Negative,-0.4215,Cluster 4,💰 Financial Aid & Administration
Financial Support, I'm frustrated with the lack of transparency when it comes to how my tuition and fees are being spent by the university.,27,1.74,4,1,F,Egypt, im frustrated with the lack of transparency when it comes to how my tuition and fees are being spent by the university, I'm frustrated with the lack of transparency when it comes to how my tuition and fees are being spent by the university.,7.189464,6.590913,4,0.98,Negative,-0.6908,Cluster 4,💰 Financial Aid & Administration
Financial Support," The financial aid office is always so busy and understaffed, it's hard to get the help and support I need.",17,3.03,5,1,F,Egypt, the financial aid office is always so busy and understaffed its hard to get the help and support i need," The financial aid office is always so busy and understaffed, it's hard to get the help and support I need.",6.788837,5.71566,4,0.98,Positive,0.6124,Cluster 4,💰 Financial Aid & Administration
Financial Support, I'm worried that I won't be able to afford to attend this university next semester if tuition rates continue to increase.,25,2.98,3,1,F,Egypt, im worried that i wont be able to afford to attend this university next semester if tuition rates continue to increase, I'm worried that I won't be able to afford to attend this university next semester if tuition rates continue to increase.,7.443293,7.119653,4,0.958,Neutral,0.0258,Cluster 4,💰 Financial Aid & Administration
Financial Support, I wish there were more resources available to help me learn how to manage my finances as a college student.,21,2.58,5,1,F,Egypt, i wish there were more resources available to help me learn how to manage my finances as a college student, I wish there were more resources available to help me learn how to manage my finances as a college student.,8.300456,6.9024196,4,0.98,Positive,0.6597,Cluster 4,💰 Financial Aid & Administration
Financial Support, The stress of paying for college is causing me to lose sleep and focus on my studies.,22,3.85,3,1,F,Egypt, the stress of paying for college is causing me to lose sleep and focus on my studies, The stress of paying for college is causing me to lose sleep and focus on my studies.,8.271134,6.220589,4,0.98,Negative,-0.6705,Cluster 4,💰 Financial Aid & Administration
Financial Support, I'm frustrated that I have to work multiple jobs just to pay for my tuition and basic living expenses.,26,3.64,2,1,F,France, im frustrated that i have to work multiple jobs just to pay for my tuition and basic living expenses, I'm frustrated that I have to work multiple jobs just to pay for my tuition and basic living expenses.,8.012656,6.384516,4,0.98,Negative,-0.5859,Cluster 4,💰 Financial Aid & Administration
